Group Name,Group ID,Photo ID,Order in Group,Photo Title,Username,Time Uploaded to Flickr,Time Added to Group,First Four Tags,Number of Views,Number of Faves,User ID,User Total Number of Photos,Pro Membership,Earliest Activity on Flickr,Date Joined Flickr,Number of Contacts,Location
beautifulcapture,347276@N23,8941152244,107,60D_11004_5_6_tonemapped_RAW_DPP_lens_pmx_rmGhost_settings4_5_gimp,farbgeil,2013-06-03 16:00:25,2013-06-03 16:04:51,[],5,0,9378607@N05,57,0,2007-06-27 14:29:09,2007-06-27 14:17:08,60,
beautifulcapture,347276@N23,8941128590,108,Sydney,WiToX,2013-06-03 15:59:35,2013-06-03 16:04:03,[],29,6,24289138@N04,254,1,2008-03-09 19:09:47,2008-03-01 09:43:27,24,
beautifulcapture,347276@N23,8941207880,109,Aston Martin V12 Vantage S,SSsupersports,2013-06-03 16:03:49,2013-06-03 16:03:54,"[aston, martin, v12, vantage]",0,0,87260132@N06,194,0,2012-09-15 13:44:18,2012-09-15 08:15:49,25,
beautifulcapture,347276@N23,8941179620,110,Pretty-pink,Chris Sorge,2013-06-03 16:01:53,2013-06-03 16:01:56,[flower],12,4,66070376@N06,374,1,2011-11-26 11:19:36,2011-08-06 11:18:34,427,
beautifulcapture,347276@N23,8940222275,111,Spyderco Manix II lightweight FFG CTS-BD1.,2AUSC,2013-06-03 15:29:35,2013-06-03 16:01:51,"[instagramapp, square, squareformat, iphoneography]",10,0,92129061@N04,381,1,2013-01-11 15:29:37,2013-01-11 15:16:03,61,
beautifulcapture,347276@N23,8894519592,112,Springfield,mreastwood,2013-05-30 15:09:46,2013-06-03 16:01:33,[flickrandroidapp:filter=none],9,1,66972742@N07,348,1,2011-08-30 20:02:39,2011-08-30 19:11:49,40,
beautifulcapture,347276@N23,8902765619,113,Cello Nature,czar.chasm,2013-05-31 11:22:03,2013-06-03 16:01:09,"[double, multiple, exposure, music]",22,6,57377488@N06,35,0,2010-12-22 14:50:16,2010-12-22 14:43:32,7,
beautifulcapture,347276@N23,8940843670,114,portrait,red4ourphotography,2013-06-03 15:29:45,2013-06-03 16:00:03,"[canon, eos, 60d, red4ourphotography]",5,0,88544781@N08,197,1,2012-10-11 13:38:00,2012-10-11 12:57:01,125,"Near Malaga, Spain"
beautifulcapture,347276@N23,8941157304,115,3 jun 2013 Naturaleza,jcaragones,2013-06-03 15:58:10,2013-06-03 15:59:20,"[nature, beautiful, park, lifestyle]",21,2,75942231@N06,486,1,2012-02-04 14:50:03,2012-02-04 14:45:25,93,
beautifulcapture,347276@N23,8937059499,116,Bye,TossMyPancake,2013-06-03 10:32:08,2013-06-03 15:58:01,"[sandwellvalley, nature, birmingham, bee]",43,4,36963586@N08,1953,1,2009-04-04 10:38:20,2009-03-30 04:14:24,319,
beautifulcapture,347276@N23,8736338579,117,Finados,Caio Brito,2013-05-13 21:24:55,2013-06-03 15:57:31,"[diadefinados, 2denovembro, brasil, amazonia]",559,7,54612328@N00,235,0,2006-11-16 20:07:40,2005-08-07 02:19:10,219,"São Paulo, Brazil"
beautifulcapture,347276@N23,8940489161,118,dôme du Printemps,cracotte,2013-06-03 15:57:17,2013-06-03 15:57:18,"[paris, france, paname, artnouveau]",3,1,25369703@N03,79,0,2010-03-14 06:31:21,2008-04-05 16:39:33,16,
beautifulcapture,347276@N23,8940423873,119,So Long,Johntasaurus,2013-06-03 15:50:28,2013-06-03 15:56:48,[],2,0,36493549@N07,1865,1,2011-03-28 13:06:56,2009-03-18 13:24:24,331,"County of Cornwall, England"
beautifulcapture,347276@N23,8941042668,120,Meadow,Johntasaurus,2013-06-03 15:50:28,2013-06-03 15:56:47,[],10,3,36493549@N07,1865,1,2011-03-28 13:06:56,2009-03-18 13:24:24,331,"County of Cornwall, England"
beautifulcapture,347276@N23,8500295700,121,Verds - Verdes,Enllasez - Enric LLaó,2013-02-23 04:24:44,2013-06-03 15:56:21,"[pirineus, pirineo, monta\xc3\xb1a, paissatge]",37,3,30743941@N04,2964,1,2008-09-23 16:36:45,2008-09-22 16:14:09,91,
beautifulcapture,347276@N23,8940840542,122,Sunset strobist Portrait,Will Guthrie,2013-06-03 15:29:29,2013-06-03 15:56:01,"[nikon, d700, strobe, strobist]",27,3,62766460@N03,165,0,2011-05-13 06:22:26,2011-05-12 14:30:50,91,"Northants, UK"
beautifulcapture,347276@N23,8941062598,123,"Daisy, daisy.....",TakenByMkWil,2013-06-03 15:55:34,2013-06-03 15:55:39,"[english, rose, daisy, flower]",13,4,90529758@N06,305,1,2012-12-08 12:45:22,2012-11-26 15:38:48,142,"Near Preston, Lancashire, United Kingdom"
beautifulcapture,347276@N23,8937425385,124,Il Pleut,Jonas Ed.,2013-06-03 15:54:08,2013-06-03 15:54:16,"[summicronc40mmf20, leica, leicaportrait, teleelmarm135mm]",36,6,90955812@N04,162,1,2012-12-10 16:16:21,2012-12-10 15:49:06,73,Norway
beautifulcapture,347276@N23,8940457757,125,Parco dell'Alta Murgia,danny2651,2013-06-03 15:51:21,2013-06-03 15:51:22,[],5,0,30570763@N07,157,0,2008-09-20 09:18:53,2008-09-16 14:11:40,110,"Molfetta (BA), Italia"
beautifulcapture,347276@N23,8941039218,126,Beautiful Buttercups,Christine Eaves,2013-06-03 15:51:19,2013-06-03 15:51:20,[],18,0,10202475@N02,487,1,2007-07-18 04:43:54,2007-07-18 04:35:00,231,"Weymouth, UK"
beautifulcapture,347276@N23,8940571718,127,Leopard - Male,WildZests,2013-06-03 15:28:58,2013-06-03 15:51:19,[],1,0,65958843@N07,615,1,2011-08-03 14:12:23,2011-08-03 13:42:37,35,
beautifulcapture,347276@N23,8576129230,128,grulla en gallocanta (grus grus),Josep Serra Aranega,2013-03-20 16:33:55,2013-06-03 15:51:12,"[grusgrus, grullas, lagunadegallocanta, gallocanta]",110,9,59452388@N07,102,0,2011-02-13 13:19:58,2011-02-13 11:47:13,60,"Tremp, CATALUNYA"
beautifulcapture,347276@N23,8883638539,129,Caminando...,CatuRRiNa® d-.-b,2013-05-29 18:05:21,2013-06-03 15:51:10,[flickrandroidapp:filter=chameleon],28,1,12896870@N02,594,1,2009-03-15 21:06:12,2007-09-07 10:14:14,73,
beautifulcapture,347276@N23,8927394905,130,rhododendron,WelshGirl71,2013-06-02 14:38:33,2013-06-03 15:50:56,"[samsung, samsunggx20, tamron]",1,2,94551459@N08,373,1,2013-03-29 08:51:13,2013-03-29 08:45:58,2,
beautifulcapture,347276@N23,8928519452,131,From Værøy Lofoten 1,steinliland,2013-06-02 15:12:54,2013-06-03 15:50:53,[],238,60,53609194@N00,780,1,2007-01-10 04:25:56,2007-01-10 03:27:45,806,Norway
beautifulcapture,347276@N23,8928009122,132,tulip,WelshGirl71,2013-06-02 14:38:28,2013-06-03 15:50:37,"[samsung, samsunggx20, tamron, tamron1750mm28]",4,1,94551459@N08,373,1,2013-03-29 08:51:13,2013-03-29 08:45:58,2,
beautifulcapture,347276@N23,8701500226,133,spring 1,glasseyes view,2013-05-02 02:37:44,2013-06-03 15:50:28,"[canon, spring, people, trees]",29,9,74708580@N00,3153,1,2005-11-01 09:22:49,2005-11-01 09:11:02,222,
beautifulcapture,347276@N23,8566628419,134,Real Irish Breakfast,JIMMY AJA,2013-03-17 22:06:01,2013-06-03 15:50:14,[],6,0,94052184@N06,368,1,2013-03-13 16:30:33,2013-03-13 16:03:53,448,
beautifulcapture,347276@N23,8940169757,135,"First sun, landscape.",_Nikoped_,2013-06-03 15:47:46,2013-06-03 15:50:12,"[sun, clouds, wheat, field]",11,2,47048842@N03,186,0,2010-01-30 04:22:50,2010-01-30 04:03:24,54,
beautifulcapture,347276@N23,8566632899,136,Drinking in Berlin's Night,JIMMY AJA,2013-03-17 22:07:37,2013-06-03 15:49:13,[],14,1,94052184@N06,368,1,2013-03-13 16:30:33,2013-03-13 16:03:53,448,
beautifulcapture,347276@N23,8939997093,137,Castillo del Montgrí,# RAMON Mortadelo #,2013-06-03 15:09:56,2013-06-03 15:48:37,[],12,2,27802709@N05,3296,1,2008-06-19 15:19:54,2008-06-19 15:09:27,193,
beautifulcapture,347276@N23,8940003367,138,street view or the group pic by the memorial,obsidiana10,2013-06-03 15:10:51,2013-06-03 15:47:43,"[calle, street, rue, rua]",23,3,51619376@N07,1842,1,2010-06-30 16:45:26,2010-06-30 16:31:16,49,
beautifulcapture,347276@N23,8938957419,139,Californian poppy,Andrew Withey,2013-06-03 13:34:06,2013-06-03 15:47:32,"[californian, green, poppy, yellow]",14,4,14409084@N07,1260,1,2007-10-01 15:51:13,2007-10-01 15:44:31,90,"near Reading, England"
beautifulcapture,347276@N23,8934213042,140,Dis,AndriB3rd,2013-06-03 03:07:40,2013-06-03 15:47:29,"[model, female]",80,3,77863335@N02,557,1,2012-03-11 23:44:51,2012-03-11 23:43:04,228,"Jakarta, Indonesia"
beautifulcapture,347276@N23,8940249433,141,Skydive,Fabio Albano,2013-06-03 15:33:44,2013-06-03 15:47:18,[t2i],1,0,51115767@N03,192,1,2010-06-13 16:07:09,2010-06-13 15:32:08,24,
beautifulcapture,347276@N23,8940324207,142,,Matildamami,2013-06-03 15:41:08,2013-06-03 15:45:40,[],16,4,93658094@N03,169,1,2013-02-28 15:35:15,2013-02-28 14:28:13,58,
beautifulcapture,347276@N23,8940333605,143,Clouds,Largeguy1,2013-06-03 15:44:40,2013-06-03 15:44:44,"[bluesky, clouds]",9,1,66547006@N06,641,1,2011-12-27 22:39:27,2011-08-18 16:26:11,779,USA
beautifulcapture,347276@N23,8871647545,144,Unterwegs in Lippe,Paraiso007,2013-05-28 17:13:20,2013-06-03 15:44:26,[],13,2,64961233@N07,1794,1,2011-07-08 05:02:55,2011-07-08 04:23:16,22,"Oerlinghausen u. Torrevieja, Germany and Spain"
beautifulcapture,347276@N23,8940017695,145,Marina Bay Sands - Infinity Pool,Frederic Huber | Photography,2013-06-03 15:42:00,2013-06-03 15:44:24,"[singapore, singapur, marinabaysands, infinitypool]",10,2,67560866@N02,108,1,2011-09-15 17:17:02,2011-09-15 17:01:10,656,"Basel, Switzerland"
beautifulcapture,347276@N23,8908005566,146,Slow Flow,jpackphoto,2013-05-31 20:51:14,2013-06-03 15:44:11,[],81,5,61970966@N07,378,1,2011-04-20 22:01:50,2011-04-20 21:36:42,106,
beautifulcapture,347276@N23,8940334025,147,Kimmeridge Bay,DKI Photography,2013-06-03 15:43:56,2013-06-03 15:44:01,"[blackandwhite, clouds, coast, horizon]",22,3,8675121@N02,52,1,2012-01-05 02:09:39,2007-06-04 09:08:03,63,"Bicester, UK"
beautifulcapture,347276@N23,8940966616,148,c  r  y,Rik74,2013-06-03 15:42:44,2013-06-03 15:42:51,"[hd, blackwhite, portrait, boy]",0,0,30454404@N08,496,0,2008-09-10 07:52:48,2008-09-10 07:39:44,43,
beautifulcapture,347276@N23,8940834294,149,L'infiorata di Montefiore dell’Aso 2013,valeriani armando,2013-06-03 15:29:29,2013-06-03 15:42:44,[montefioredell\xe2\x80\x99aso],8,1,49924353@N07,781,1,2010-05-05 13:07:33,2010-05-05 12:24:53,118,"montecosaro, montecosaro"
beautifulcapture,347276@N23,8892247690,150,Les espardenyes d'en Joan,Los ojos de Carmen,2013-05-30 11:13:36,2013-06-03 15:40:03,[],46,1,93637467@N07,115,0,2013-02-28 15:14:23,2013-02-28 08:40:59,13,
beautifulcapture,347276@N23,8940305523,151,Natures Pattern,tea3man,2013-06-03 15:37:40,2013-06-03 15:39:40,[],1,1,80592442@N07,245,0,2012-06-17 13:33:07,2012-06-17 13:28:38,28,England
beautifulcapture,347276@N23,8940300357,152,Natures Pattern,tea3man,2013-06-03 15:37:40,2013-06-03 15:39:39,[],6,0,80592442@N07,245,0,2012-06-17 13:33:07,2012-06-17 13:28:38,28,England
beautifulcapture,347276@N23,8940240213,153,29/365,*Feather*,2013-06-03 15:39:26,2013-06-03 15:39:34,"[london, bigben, westminster, 365]",13,1,17372221@N00,1213,1,2006-10-21 06:41:08,2006-10-21 06:27:54,95,"Guildford, UK"
beautifulcapture,347276@N23,8940299591,154,notre dame,langgarn,2013-06-03 15:36:41,2013-06-03 15:39:18,[],3,1,87776537@N02,190,0,2012-09-28 15:30:49,2012-09-28 15:28:26,37,"Stockholm, Sweden"
beautifulcapture,347276@N23,8923471715,155,Directive,carole félix,2013-06-02 08:26:34,2013-06-03 15:38:48,[blinkagain],28,6,44430488@N08,834,1,2010-10-15 02:23:17,2009-11-05 07:02:36,67,Toulouse
beautifulcapture,347276@N23,8940876414,156,DSC_5103cc print,photodaddi,2013-06-03 15:33:42,2013-06-03 15:38:44,[],10,0,29910307@N08,1136,1,2008-08-24 15:31:00,2008-08-24 09:27:25,203,
beautifulcapture,347276@N23,8833060744,157,DSC_0735,μη μου τους κυκλους ταραττε,2013-05-25 17:41:07,2013-06-03 15:38:39,[supershot],67,11,95736654@N08,8,0,2013-05-12 07:07:37,2013-05-12 05:54:34,22,
beautifulcapture,347276@N23,8939101433,158,Redstart Female,4gyp,2013-06-03 13:47:25,2013-06-03 15:38:08,[],26,2,66124319@N02,597,1,2011-08-09 05:43:06,2011-08-08 06:41:04,130,
beautifulcapture,347276@N23,8940297597,159,2861,brian tober,2013-06-03 15:37:30,2013-06-03 15:37:31,"[bmw, e36, m3]",5,0,64605443@N04,348,1,2012-04-17 21:06:33,2011-06-28 21:24:19,167,
beautifulcapture,347276@N23,8940208994,160,Melancolia,Caio Brito,2013-06-03 14:37:01,2013-06-03 15:36:58,"[diptico, melancholia, melancholic, s\xc3\xa3opaulo]",14,1,54612328@N00,235,0,2006-11-16 20:07:40,2005-08-07 02:19:10,219,"São Paulo, Brazil"
beautifulcapture,347276@N23,8940382328,161,Ruddy Daggerwing - Marpesia petreus,crookrw,2013-06-03 15:14:24,2013-06-03 15:36:36,"[insect, butterfly, ruddy, marpesiapetreus]",12,0,10203691@N08,1312,1,2007-07-16 19:43:14,2007-07-16 11:23:16,13,
beautifulcapture,347276@N23,4727044916,162,Side,Ewald Photography,2010-06-23 03:05:21,2013-06-03 15:34:22,"[canona430, canon, a430, macro]",903,23,39150285@N03,654,1,2009-06-20 08:43:13,2009-06-05 15:15:06,10196,"Timisoara, Romania"
beautifulcapture,347276@N23,8940870162,163,Beauty and Harmony,MissSmile,2013-06-03 15:34:05,2013-06-03 15:34:09,"[misssmile, harmony, beauty, maternity]",6,0,10801042@N03,7349,1,2007-08-01 13:27:53,2007-07-31 23:57:46,541,"Kharkov, Ukraine"
beautifulcapture,347276@N23,8940206195,164,I Never Left,snejana_o,2013-06-03 15:33:50,2013-06-03 15:34:07,"[arelypereira, photography, portrait, selfportrait]",50,1,51433052@N05,82,0,2010-06-25 02:36:09,2010-06-25 02:34:10,37,Mexico
beautifulcapture,347276@N23,8940207011,165,Black Body III,snejana_o,2013-06-03 15:33:49,2013-06-03 15:34:06,"[arelypereira, photography, portrait, selfportrait]",41,1,51433052@N05,82,0,2010-06-25 02:36:09,2010-06-25 02:34:10,37,Mexico
beautifulcapture,347276@N23,8940837008,166,Snow leopard,Paul SKG,2013-06-03 15:31:37,2013-06-03 15:33:28,[],3,2,48981083@N00,6611,0,2006-09-03 05:39:14,2005-10-23 10:22:21,513,
beautifulcapture,347276@N23,7248958098,167,,msages,2012-05-22 08:57:21,2013-06-03 15:32:38,[],52,5,53167921@N05,118,0,2010-09-01 05:27:33,2010-08-20 04:53:22,392,"Saint-Petersburg, Russia"
beautifulcapture,347276@N23,8927776327,168,Escargots fougeres,saintjean76,2013-06-02 15:01:13,2013-06-03 15:32:29,[blinkagain],40,6,60951537@N07,1172,1,2011-03-24 22:55:25,2011-03-23 14:20:27,212,
beautifulcapture,347276@N23,8940817656,169,whats in my Hello Kitty bag,Meimia,2013-06-03 15:32:16,2013-06-03 15:32:26,"[tasche, hellokitty, kind, schwarzweis]",46,1,89800599@N04,111,1,2012-11-07 15:09:37,2012-11-07 13:39:36,122,
beautifulcapture,347276@N23,8940248275,170,Winding road..,J-P-N,2013-06-03 15:31:52,2013-06-03 15:32:05,"[canonefs1022mmf3545usm, sunset, sierranevada, spain]",8,2,55354907@N06,99,1,2010-10-31 07:00:34,2010-10-31 06:56:12,5,
beautifulcapture,347276@N23,8940210917,171,_DSC8247,marlenevanesaromero,2013-06-03 15:29:46,2013-06-03 15:29:51,[sldalfombras2013],20,1,37496200@N06,506,1,2009-08-11 10:24:22,2009-04-17 05:29:33,107,"Vigo, España"
beautifulcapture,347276@N23,8940734956,172,Amsterdam - 17-05-2013,DNS Fotografía (www.dnsfotografia.com),2013-06-03 15:20:32,2013-06-03 15:29:47,"[amsterdam, holland, holanda, dani]",48,0,23575031@N04,2296,1,2008-02-07 16:02:08,2008-02-07 15:45:36,1541,"Vigo, España"
beautifulcapture,347276@N23,8940736098,173,Amsterdam - 17-05-2013,DNS Fotografía (www.dnsfotografia.com),2013-06-03 15:20:37,2013-06-03 15:29:45,"[amsterdam, holland, holanda, dani]",47,0,23575031@N04,2296,1,2008-02-07 16:02:08,2008-02-07 15:45:36,1541,"Vigo, España"
beautifulcapture,347276@N23,8735502813,174,Miami wind,Fred-22,2013-05-13 15:23:19,2013-06-03 15:29:23,"[usa, fredphoto, miami, florida]",7,0,17571439@N00,120,0,2006-04-26 07:50:56,2006-04-26 07:48:36,33,
beautifulcapture,347276@N23,8940742730,175,River Weaver,kev thomas21,2013-06-03 15:21:18,2013-06-03 15:29:17,"[weaver, river, cheshire, anderton]",4,0,69107477@N04,615,1,2011-10-26 15:08:59,2011-10-26 15:03:56,164,"LIVERPOOL, UK"
beautifulcapture,347276@N23,8914649636,176,Alba al Porto Giulianova,Maurizio Verdecchia,2013-06-01 12:14:50,2013-06-03 15:27:37,"[giulianova, canoneos450d, canoneosrebelxsi, citt\xc3\xa0digiulianova]",167,35,67739382@N05,471,1,2012-02-04 11:21:46,2011-09-21 05:12:55,3571,
beautifulcapture,347276@N23,8940757372,177,maskros,langgarn,2013-06-03 15:22:35,2013-06-03 15:27:27,[],0,0,87776537@N02,190,0,2012-09-28 15:30:49,2012-09-28 15:28:26,37,"Stockholm, Sweden"
beautifulcapture,347276@N23,8940736958,178,Beauty in Decay,Lusker 41www.urbexadventures.com,2013-06-03 15:20:52,2013-06-03 15:27:15,[],13,3,25610558@N07,697,1,2008-09-09 12:27:27,2008-04-13 03:44:26,389,DK
beautifulcapture,347276@N23,8940151029,179,(22/52) Dreamcatcher,owls are back,2013-06-03 15:26:09,2013-06-03 15:26:17,"[dreamcatcher, sun, new, bye]",28,2,57944759@N03,115,0,2011-01-06 04:03:09,2011-01-06 01:27:24,70,
beautifulcapture,347276@N23,8870602304,180,Chester Zoo (64),rs1979,2013-05-28 14:23:15,2013-06-03 15:25:54,"[chesterzoo, zoo, chester, rothschildgiraffe]",2,0,20747318@N08,146943,1,2007-12-01 11:22:14,2007-11-13 16:07:44,14,
beautifulcapture,347276@N23,8880834968,181,Only 3 days old,Angela Mazur Photography,2013-05-29 11:58:21,2013-06-03 15:24:22,[],2,0,80605846@N03,754,0,2012-06-17 17:20:33,2012-06-17 16:59:12,51,
beautifulcapture,347276@N23,8940092281,182,Brothers Love,Angela Mazur Photography,2013-06-03 15:18:36,2013-06-03 15:24:10,[],8,0,80605846@N03,754,0,2012-06-17 17:20:33,2012-06-17 16:59:12,51,
beautifulcapture,347276@N23,8940685020,183,Ephémère de Virginie,Laurent Torrégrosa,2013-06-03 15:20:38,2013-06-03 15:20:43,"[nikon, d7000, fleur, flower]",18,0,30983435@N07,122,1,2008-11-04 14:42:15,2008-09-30 10:39:55,64,
beautifulcapture,347276@N23,8573241064,184,35,Charles in Paris,2013-03-19 16:28:32,2013-06-03 15:20:37,"[candid, portrait, paris, subway]",127,43,84092921@N08,39,1,2012-12-04 17:43:39,2012-08-01 14:49:09,1056,Paris
beautifulcapture,347276@N23,8856381714,185,Bleached Denim Skirt Monday,❤ Marie Sexy Legs ❤,2013-05-27 11:43:27,2013-06-03 15:19:46,"[vest, long, boots, woman]",2093,76,62479879@N02,144,1,2011-05-04 12:46:26,2011-05-04 07:03:39,4077,"Surrey, UK"
beautifulcapture,347276@N23,8940634872,186,meduse,al.berto1977,2013-06-03 15:13:39,2013-06-03 15:18:48,"[nikon, d90, 50, 18]",29,2,63260739@N04,29,0,2011-05-24 09:14:28,2011-05-24 09:04:06,7,
beautifulcapture,347276@N23,8902549441,187,color us up,malucarioca,2013-05-31 10:59:51,2013-06-03 15:17:54,[],54,5,49814624@N06,265,1,2010-05-01 23:09:00,2010-05-01 23:04:48,189,
beautifulcapture,347276@N23,8937958322,188,Am Wernesbach nach den starken Regenfällen/Vogtland,fleckchen,2013-06-03 10:57:31,2013-06-03 15:17:43,"[wernesbach, fluss, fl\xc3\xbcsse, bach]",23,4,46176561@N02,1681,1,2010-01-03 13:34:51,2010-01-03 10:08:54,63,
beautifulcapture,347276@N23,8927718059,189,campo di papaveri #2,eukap,2013-06-02 14:55:52,2013-06-03 15:17:21,"[eukap, nikon, d7000, milano]",51,7,48765734@N08,1182,1,2010-03-24 14:34:34,2010-03-24 14:20:16,264,"Milan, Italy"
beautifulcapture,347276@N23,8934396687,190,"Fountain in historic Charleston, South Carolina",Martin LaBar,2013-06-03 05:06:17,2013-06-03 15:16:17,"[southcarolina, charleston, fountain, water]",20,5,32454422@N00,1962,1,2004-12-10 08:25:45,2004-12-10 08:18:21,272,United States
beautifulcapture,347276@N23,8937172585,191,"Manhattan, 50th st.",maggy le saux,2013-06-03 10:41:24,2013-06-03 15:15:11,[],5,1,41245061@N06,112,1,2009-08-12 20:53:12,2009-08-06 21:40:50,107,"Santiago , Chili"
beautifulcapture,347276@N23,8918561477,192,Pâmela,malucarioca,2013-06-01 21:05:53,2013-06-03 15:14:59,"[pedrabonita, florestadatijuca, s\xc3\xa3oconrado, riodejaneiro]",35,2,49814624@N06,265,1,2010-05-01 23:09:00,2010-05-01 23:04:48,189,
beautifulcapture,347276@N23,7341115622,193,Hallstatt Austria Europe 哈斯達特 欧洲 Salzkammergut - original (not China copy) Copyright 2012 B. Egger :: eu-moto images 6893,:: eu-moto images™◄ Bernhard Egger,2012-06-05 06:52:42,2013-06-03 15:14:43,"[cat, hallstatt, austria, friedhof]",64,0,23335209@N02,16736,1,2008-01-30 18:09:31,2008-01-30 15:37:06,844,
beautifulcapture,347276@N23,8940063626,194,Vue de l'Île de la Cité / Notre Dame de Paris depuis le quai de l'Hôtel de Ville,Rideol,2013-06-03 14:21:07,2013-06-03 15:14:07,"[paris, france]",16,2,91397139@N05,5,0,2013-05-28 11:34:41,2012-12-23 04:10:43,40,
beautifulcapture,347276@N23,8939999359,195,"Sudden waterspout on the gulf of Genoa, part III",Francesco Magoga Photography,2013-06-03 15:10:08,2013-06-03 15:13:15,"[clouds, nikon, d3100, marligure]",98,30,54918782@N06,27,1,2010-10-26 17:38:08,2010-10-16 19:17:14,2457,"Genova, Italy"
beautifulcapture,347276@N23,8940579574,196,Stella,Eve'sNature,2013-06-03 15:08:36,2013-06-03 15:12:51,"[jaguar, cat, feline, nature]",5,1,28739209@N06,2758,1,2008-07-19 17:30:56,2008-07-18 04:53:32,377,
beautifulcapture,347276@N23,8940333710,197,Blue Tiger,N808PV,2013-06-03 14:45:12,2013-06-03 15:12:46,"[bluetiger, tirumalalimniace, butterfly, thailand]",15,1,87284195@N06,638,1,2012-09-21 05:01:01,2012-09-16 00:30:37,0,
beautifulcapture,347276@N23,8939952199,198,Bee close-up,Jimmy Redshaw ..trying hard..,2013-06-03 15:05:49,2013-06-03 15:11:30,"[honey, bee, jersey, pollen]",17,2,49211817@N02,951,1,2010-04-11 08:00:03,2010-04-11 07:36:57,353,
beautifulcapture,347276@N23,8926382092,199,Panning,Sergio Battaglia (Joserg),2013-06-02 12:01:23,2013-06-03 15:10:52,[],91,6,19183751@N00,514,0,2006-09-22 01:39:24,2006-06-21 12:29:53,197,"Bagno di Gavorrano, Italia 339-8714551"
beautifulcapture,347276@N23,8939783605,200,Another Bunny,Rabbanjo,2013-06-03 14:51:12,2013-06-03 15:10:48,[],4,0,92567728@N05,440,1,2013-01-30 09:51:45,2013-01-25 13:47:23,11,"Shrewsbury, England"
beautifulcapture,347276@N23,8926248250,201,papaveri in festa,eukap,2013-06-02 11:50:06,2013-06-03 15:10:36,"[eukap, nikon, d7000, poppy]",10,3,48765734@N08,1182,1,2010-03-24 14:34:34,2010-03-24 14:20:16,264,"Milan, Italy"
beautifulcapture,347276@N23,8939128289,202,facettes 1,togipan,2013-06-03 13:49:55,2013-06-03 15:10:23,[],11,1,76472242@N08,2411,1,2012-02-11 08:54:01,2012-02-11 08:47:03,394,"STRASBOURG, FRANCE"
beautifulcapture,347276@N23,8939118785,203,facettes 2,togipan,2013-06-03 13:49:55,2013-06-03 15:10:23,[],14,2,76472242@N08,2411,1,2012-02-11 08:54:01,2012-02-11 08:47:03,394,"STRASBOURG, FRANCE"
beautifulcapture,347276@N23,8939916733,204,Trent And Mersey Canal,kev thomas21,2013-06-03 15:03:11,2013-06-03 15:10:18,"[canal, mersey, trent, anderton]",14,0,69107477@N04,615,1,2011-10-26 15:08:59,2011-10-26 15:03:56,164,"LIVERPOOL, UK"
beautifulcapture,347276@N23,8940597422,205,STORM,jagerebecca,2013-06-03 15:09:51,2013-06-03 15:09:55,[],19,1,58546071@N08,113,0,2011-02-04 03:24:11,2011-01-18 16:06:46,27,
beautifulcapture,347276@N23,8925346432,206,,antoaddo,2013-06-02 10:29:12,2013-06-03 15:09:20,[],15,8,93001363@N06,103,0,2013-02-15 09:09:36,2013-02-07 07:44:22,1447,
beautifulcapture,347276@N23,8939919581,207,Studio - Modella (Chiara),leon_1970,2013-06-03 15:08:51,2013-06-03 15:08:54,"[beauty, bellezza, chiara, girl]",21,3,52192630@N07,463,1,2010-07-19 16:25:36,2010-07-19 16:18:12,219,
beautifulcapture,347276@N23,8929221309,208,Let it rain,Imscenergy,2013-06-02 17:38:06,2013-06-03 15:08:03,"[letitrain, rain, rainparadise, smelltherain]",73,19,48165683@N08,51,0,2012-04-09 23:23:00,2010-03-05 11:31:14,206,
beautifulcapture,347276@N23,8925351708,209,,antoaddo,2013-06-02 10:29:11,2013-06-03 15:07:32,[],19,8,93001363@N06,103,0,2013-02-15 09:09:36,2013-02-07 07:44:22,1447,
beautifulcapture,347276@N23,8938796070,210,Papaveri,Sergio Battaglia (Joserg),2013-06-03 12:20:09,2013-06-03 15:07:29,[],28,11,19183751@N00,514,0,2006-09-22 01:39:24,2006-06-21 12:29:53,197,"Bagno di Gavorrano, Italia 339-8714551"
beautifulcapture,347276@N23,8915358925,211,Imagem 007,andreapires,2013-06-01 14:31:37,2013-06-03 15:07:26,[day],15,1,35386182@N07,812,1,2010-02-08 17:43:03,2009-02-14 15:21:16,82,
beautifulcapture,347276@N23,8940430838,212,a touch of summer,robbie484,2013-06-03 15:06:41,2013-06-03 15:06:50,"[summer, sun, rapeseed, stonewall]",22,3,47581940@N07,1448,1,2010-02-16 15:16:45,2010-02-16 14:54:32,78,
beautifulcapture,347276@N23,8940262220,213,Looking Up In The Woods,EJ Images,2013-06-03 15:06:06,2013-06-03 15:06:29,"[corton, cortonwoods, woods, leaves]",21,2,37348193@N08,3007,1,2009-04-11 11:19:23,2009-04-11 11:14:56,316,United Kingdom
beautifulcapture,347276@N23,8939838213,214,land nymph,Charlotte Jackson Modelling,2013-06-03 15:06:01,2013-06-03 15:06:06,"[teen, teenagemodel, model, modelling]",21,0,58065758@N07,11,0,2013-01-09 09:07:04,2011-01-09 10:45:38,2,
beautifulcapture,347276@N23,8939922623,215,Moon!,enny ^_^,2013-06-03 15:03:18,2013-06-03 15:06:00,"[instagramapp, square, squareformat, iphoneography]",7,1,78855339@N05,427,1,2012-05-01 11:26:12,2012-04-09 12:42:37,22,Italy
