Group Name,Group ID,Photo ID,Order in Group,Photo Title,Username,Time Uploaded to Flickr,Time Added to Group,First Four Tags,Number of Views,Number of Faves,User ID,User Total Number of Photos,Pro Membership,Earliest Activity on Flickr,Date Joined Flickr,Number of Contacts,Location
beautifulcapture,347276@N23,8911085933,103,Shan Hu - Prettier Pink 10,bluetrayne,2013-06-01 06:49:25,2013-06-02 22:08:53,"[fashionphotography, fashion, analogphotography, asia]",36,0,49205869@N03,800,1,2010-04-10 22:36:43,2010-04-10 22:33:30,20,"Shanghai, China"
beautifulcapture,347276@N23,8930302787,104,Calista,Tanozzo,2013-06-02 19:55:07,2013-06-02 22:07:11,"[marceloromeophotography, canonpowershotg15, dog, perro]",21,3,7943346@N07,289,1,2007-05-24 15:45:42,2007-04-23 12:34:53,461,"Ciudad de Buenos Aires, Argentina"
beautifulcapture,347276@N23,8932148756,105,Trees After Dark,CaptDanger,2013-06-02 22:06:55,2013-06-02 22:06:57,"[trees, longexposure, lowlight, spot]",30,0,27442357@N04,588,1,2009-05-18 23:11:32,2008-06-07 10:23:05,36,"Albuquerque, USA"
beautifulcapture,347276@N23,8931349987,106,Flower Girl,msankar4,2013-06-02 21:41:59,2013-06-02 22:06:01,"[pikeplacemarket, seattle, wa, farmersmarket]",17,1,54985458@N04,242,1,2011-01-04 19:11:04,2010-10-18 23:19:00,175,"Portland, OR, USA"
beautifulcapture,347276@N23,8929900331,107,,Est agréable à regarder le ciel la nuit,2013-06-02 18:56:23,2013-06-02 22:02:11,[],9,1,87714490@N03,263,0,2012-09-26 21:11:21,2012-09-26 20:41:08,63,Argentina
beautifulcapture,347276@N23,8931935772,108,Mount Fuji,κεηηγsκ™,2013-06-02 21:53:43,2013-06-02 22:00:50,"[japan, travel, holidays, landoftherisingsun]",15,0,79341872@N00,902,1,2006-12-31 10:00:00,2006-11-21 06:59:46,85,"Georgetown, Malaysia"
beautifulcapture,347276@N23,8931319639,109,Osaka Universal Studio,κεηηγsκ™,2013-06-02 21:53:45,2013-06-02 22:00:47,"[japan, travel, holidays, landoftherisingsun]",1,0,79341872@N00,902,1,2006-12-31 10:00:00,2006-11-21 06:59:46,85,"Georgetown, Malaysia"
beautifulcapture,347276@N23,8931969136,110,Living Statue,msankar4,2013-06-02 21:42:42,2013-06-02 21:55:02,"[pikeplacemarket, seattle, wa, farmersmarket]",46,3,54985458@N04,242,1,2011-01-04 19:11:04,2010-10-18 23:19:00,175,"Portland, OR, USA"
beautifulcapture,347276@N23,8917894280,111,"Eight-spotted Skimmer ""Libellula forensis""",dschultz742,2013-06-01 18:10:26,2013-06-02 21:54:57,"[eightspottedskimmer, libellulaforensis, dragonfly, d700]",29,2,47200218@N02,2645,1,2010-02-04 02:54:42,2010-02-04 02:44:49,52,"La Conner, WA  98257-9531, USA"
beautifulcapture,347276@N23,8931349873,112,"Western tiger swallowtail ""Papilio rutulus""",dschultz742,2013-06-02 21:41:59,2013-06-02 21:54:56,"[westerntigerswallowtail, papiliorutulus, butterfly, kenwood]",34,4,47200218@N02,2645,1,2010-02-04 02:54:42,2010-02-04 02:44:49,52,"La Conner, WA  98257-9531, USA"
beautifulcapture,347276@N23,8929788837,113,Beach Sleepwalk,Fotofrieze Photography,2013-06-02 18:43:21,2013-06-02 21:53:33,[],0,0,56699039@N05,1106,1,2011-06-22 12:15:38,2010-12-05 18:29:30,94,"Grand Rapids, United States"
beautifulcapture,347276@N23,8931416343,114,Path to Solace,muhilan.mg,2013-06-02 21:51:12,2013-06-02 21:51:13,"[d600, nikon, nik, bloomington]",27,2,25697845@N04,292,1,2008-05-05 23:38:30,2008-04-15 11:53:20,769,"chennai, India"
beautifulcapture,347276@N23,8929269864,115,São José da Coroa Grande - PE,nhDantas,2013-06-02 16:19:53,2013-06-02 21:46:24,"[nordeste, seca, nordestino, s\xc3\xa3o]",30,1,48413303@N06,1259,1,2010-05-07 19:25:47,2010-03-14 13:50:03,29,"Maceió, Brasil"
beautifulcapture,347276@N23,8931973700,116,陆家嘴之眼  /  the eye of the Lujiazui CBD,blackstation,2013-06-02 21:44:23,2013-06-02 21:44:38,[],43,5,61237922@N05,1452,1,2011-03-31 20:29:34,2011-03-31 20:28:46,2072,
beautifulcapture,347276@N23,8929348693,117,IMG_2635,WORKING AMATURE,2013-06-02 17:56:25,2013-06-02 21:43:59,[],7,0,83485954@N03,488,1,2012-08-04 13:02:37,2012-07-25 19:03:57,72,usa
beautifulcapture,347276@N23,8931894256,118,SUMMER SKY,WORKING AMATURE,2013-06-02 21:34:57,2013-06-02 21:43:58,[],9,3,83485954@N03,488,1,2012-08-04 13:02:37,2012-07-25 19:03:57,72,usa
beautifulcapture,347276@N23,8910895552,119,Lady of the Salt Lake,Jomoboy,2013-06-01 04:50:13,2013-06-02 21:43:29,"[australia, dannyreardon, monica, beautiful]",37,2,49663525@N06,1382,1,2010-04-26 01:39:35,2010-04-26 01:26:14,103,
beautifulcapture,347276@N23,8931338775,120,FZ9A7517,赛音,2013-06-02 21:42:34,2013-06-02 21:42:42,[],12,1,40866404@N02,10383,1,2009-07-27 22:43:22,2009-07-27 22:08:40,1830,
beautifulcapture,347276@N23,8931944448,121,FZ9A7515,赛音,2013-06-02 21:42:33,2013-06-02 21:42:41,[],7,0,40866404@N02,10383,1,2009-07-27 22:43:22,2009-07-27 22:08:40,1830,
beautifulcapture,347276@N23,8931935318,122,153/365 watch that first step,astrographer,2013-06-02 21:41:14,2013-06-02 21:41:23,"[forest, green, bridge, nature]",35,7,61102952@N03,372,1,2011-03-28 00:42:35,2011-03-28 00:25:19,207,
beautifulcapture,347276@N23,8931750230,123,Museo de Historia Natural - Museum of Natural History,ICTUS Photography,2013-06-02 21:20:59,2013-06-02 21:40:45,[],29,1,25708357@N03,2818,1,2008-04-15 18:34:51,2008-04-15 17:23:51,174,"Fort Worth, TX, USA"
beautifulcapture,347276@N23,8931832606,124,Chaplin VI,JOSEAN GOMEZ,2013-06-02 21:29:31,2013-06-02 21:40:33,"[textures, texturas, viejosanjuan, blackwhite]",25,2,63499200@N07,799,1,2011-05-30 22:53:08,2011-05-30 22:42:11,334,"San juan, Puerto Rico"
beautifulcapture,347276@N23,8931264067,125,,Sam Grant,2013-06-02 21:32:37,2013-06-02 21:40:05,[],20,0,7442422@N06,213,1,2007-11-05 11:25:20,2007-03-20 16:03:59,412,
beautifulcapture,347276@N23,8931911434,126,How cute are they!,Merisa.,2013-06-02 21:36:59,2013-06-02 21:39:39,"[wedding, flowers, ring, summer]",37,0,36124328@N06,27,0,2012-12-31 02:55:21,2009-03-07 15:40:30,17,
beautifulcapture,347276@N23,8928334944,127,Vida,Fábio M. Leite,2013-06-02 14:55:36,2013-06-02 21:39:17,[jardimam\xc3\xa9rica],49,3,58792503@N02,99,1,2012-06-20 16:26:30,2011-01-26 07:18:40,90,"Ponta Grossa PR, Brasil"
beautifulcapture,347276@N23,8861753649,128,IMG_0108,midnite train,2013-05-27 21:45:35,2013-06-02 21:38:07,[],1,0,75277092@N08,1481,1,2012-01-25 23:44:35,2012-01-25 23:31:14,15,
beautifulcapture,347276@N23,8919736958,129,DSC_0033,midnite train,2013-06-01 22:20:49,2013-06-02 21:38:06,[],1,0,75277092@N08,1481,1,2012-01-25 23:44:35,2012-01-25 23:31:14,15,
beautifulcapture,347276@N23,8931398932,130,"Old ruins, New Norcia , Western Australia",Marc Russo (Australia),2013-06-02 20:39:34,2013-06-02 21:38:05,[],17,4,29857839@N03,4118,1,2008-08-24 08:56:29,2008-08-24 08:49:59,792,"Perth, Australia"
beautifulcapture,347276@N23,8931856252,131,PERLA0602BEST,ffedd!,2013-06-02 21:33:19,2013-06-02 21:33:20,"[coralreefpark, park, sunday, portrait]",19,2,42049836@N02,13,0,2013-02-07 00:07:35,2009-09-01 16:34:54,86,
beautifulcapture,347276@N23,8931753342,132,Spring Color,Oram24,2013-06-02 21:19:30,2013-06-02 21:31:10,[],19,8,37493972@N00,424,1,2006-12-23 20:10:14,2006-09-03 00:35:38,121,
beautifulcapture,347276@N23,8919259711,133,,micspics444,2013-06-01 22:40:41,2013-06-02 21:30:18,[],2,4,19862846@N00,2822,1,2007-05-04 21:49:33,2006-11-04 18:35:36,269,
beautifulcapture,347276@N23,8848112014,134,Tangará,sthefano512,2013-05-26 19:12:29,2013-06-02 21:24:42,[],62,7,89117836@N08,264,1,2012-12-25 15:52:03,2012-10-22 19:09:45,55,
beautifulcapture,347276@N23,8755246955,135,The Adventurer,The Woodchopper,2013-05-19 21:48:56,2013-06-02 21:20:47,[blinkagain],131,6,46594366@N05,1011,1,2010-01-17 01:44:21,2010-01-16 17:20:03,1435,Yorkshire/Suffolk/MidWales
beautifulcapture,347276@N23,8931639236,136,Freedom Powers,• estatik •,2013-06-02 21:07:23,2013-06-02 21:16:29,"[manip, manipulation, photoshop, freedom]",39,8,83948446@N00,4085,1,2007-03-22 19:24:59,2007-01-30 19:17:54,454,
beautifulcapture,347276@N23,8931048147,137,I see through you...,ankina,2013-06-02 21:15:44,2013-06-02 21:15:51,"[flower, macro, blackwhite]",21,3,50063197@N08,253,1,2010-05-08 18:07:48,2010-05-08 17:38:47,252,
beautifulcapture,347276@N23,8930686905,138,Black River and Kal-Haven Trail,Doug Langham,2013-06-02 21:15:47,2013-06-02 21:15:50,"[michigan, southhaven, blackriver, daybreak]",8,0,95231604@N00,519,1,2006-05-13 22:36:57,2006-04-26 21:55:52,49,"Lansing, MI, USA"
beautifulcapture,347276@N23,8929087414,139,,rosemary-demirkok,2013-06-02 21:15:20,2013-06-02 21:15:26,"[cosmic, brilliance, art, photography]",5,2,54400388@N07,422,1,2010-09-30 01:03:58,2010-09-30 01:01:33,593,Canada
beautifulcapture,347276@N23,8931633074,140,Monique,VonAntz,2013-06-02 21:12:24,2013-06-02 21:12:34,"[women, corridor, window, gothic]",20,5,14258622@N05,591,1,2007-09-28 15:10:13,2007-09-28 15:08:24,101,
beautifulcapture,347276@N23,8892808714,141,Rooted,Katelyn King Photography,2013-05-30 12:08:44,2013-06-02 21:11:00,"[roots, trees, nature, hiking]",9,1,51225212@N02,350,0,2010-06-17 20:23:20,2010-06-17 18:54:45,167,America
beautifulcapture,347276@N23,8814177705,142,Surrounded,Katelyn King Photography,2013-05-25 07:05:03,2013-06-02 21:10:59,"[nature, surroundings, trees, green]",36,0,51225212@N02,350,0,2010-06-17 20:23:20,2010-06-17 18:54:45,167,America
beautifulcapture,347276@N23,8931641302,143,Pier 10,熊男,2013-06-02 21:10:26,2013-06-02 21:10:28,"[hongkong, canoneos5dmarkiii]",12,1,27947609@N00,3050,1,2006-04-12 14:07:12,2006-04-11 05:13:19,160,
beautifulcapture,347276@N23,8930516267,144,boudoir2 151film,jen linfield photography,2013-06-02 20:09:08,2013-06-02 21:10:00,"[boudoir2, jenlinfieldphotography]",9,0,45967821@N03,1551,1,2010-01-05 15:39:36,2009-12-27 15:08:28,2219,
beautifulcapture,347276@N23,8931126308,145,boudoir 290 textured dark softer image less film tecture,jen linfield photography,2013-06-02 20:09:05,2013-06-02 21:10:00,"[boudoir, jenlinfieldphotography]",2,0,45967821@N03,1551,1,2010-01-05 15:39:36,2009-12-27 15:08:28,2219,
beautifulcapture,347276@N23,8931609364,146,Igreja Nossa Senhora da Candelária - RJ,erica_dalbello,2013-06-02 21:08:15,2013-06-02 21:08:26,"[igreja, church, pretoebranco, blackandwhite]",58,0,42722065@N04,404,1,2009-09-20 19:03:27,2009-09-20 18:48:17,246,"Itu, Brasil"
beautifulcapture,347276@N23,8931609786,147,Igreja Nossa Senhora da Candelária - RJ,erica_dalbello,2013-06-02 21:08:14,2013-06-02 21:08:25,"[igreja, church, pretoebranco, blackandwhite]",29,3,42722065@N04,404,1,2009-09-20 19:03:27,2009-09-20 18:48:17,246,"Itu, Brasil"
beautifulcapture,347276@N23,8929221309,148,Let it rain,Imscenergy,2013-06-02 17:38:06,2013-06-02 21:08:04,"[letitrain, rain, rainparadise, smelltherain]",27,8,48165683@N08,51,0,2012-04-09 23:23:00,2010-03-05 11:31:14,203,
beautifulcapture,347276@N23,8931462086,149,Cataratas do Iguaçu,Bruno Samsel,2013-06-02 20:53:53,2013-06-02 21:07:03,"[fozdoigua\xc3\xa7u, cataratas, parquedasaves]",3,0,29786979@N08,348,1,2012-03-30 20:27:01,2008-08-20 06:07:46,14,"Curitiba, Brasil"
beautifulcapture,347276@N23,8930968593,150,,CBALT 2010,2013-06-02 21:00:00,2013-06-02 21:06:07,[],19,3,46053307@N08,681,1,2010-05-16 21:24:00,2009-12-28 18:16:18,207,
beautifulcapture,347276@N23,8931544618,151,Kissing Vancouver - 0051,von Loewen,2013-06-02 20:55:57,2013-06-02 21:06:02,[],23,3,54655616@N02,1180,1,2011-08-04 16:39:32,2010-10-08 14:17:54,1060,
beautifulcapture,347276@N23,8931390068,152,Kissing Vancouver - 0049,von Loewen,2013-06-02 20:38:25,2013-06-02 21:06:02,[],29,2,54655616@N02,1180,1,2011-08-04 16:39:32,2010-10-08 14:17:54,1060,
beautifulcapture,347276@N23,8931589068,153,,CBALT 2010,2013-06-02 21:01:09,2013-06-02 21:06:00,[],22,4,46053307@N08,681,1,2010-05-16 21:24:00,2009-12-28 18:16:18,207,
beautifulcapture,347276@N23,8930970849,154,The relation between grandfather and grandson is like a new friendship between different generations,La Benares,2013-06-02 21:03:58,2013-06-02 21:04:02,"[india, earthasia, emotions, benares]",30,1,65566196@N03,477,0,2011-07-24 07:10:27,2011-07-24 06:36:47,348,"Varanasi, India"
beautifulcapture,347276@N23,8485295268,155,IMG_1249,ComeUpins,2013-02-18 02:15:51,2013-06-02 21:03:44,[],41,2,37604441@N06,816,1,2009-05-23 13:00:56,2009-04-20 02:08:45,269,
beautifulcapture,347276@N23,8929622600,156,I-Dream,ComeUpins,2013-06-02 17:06:23,2013-06-02 21:03:43,[],7,0,37604441@N06,816,1,2009-05-23 13:00:56,2009-04-20 02:08:45,269,
beautifulcapture,347276@N23,8931506564,157,[Spring] Sometimes hopes became truth..,Alberto Ingrao,2013-06-02 21:03:14,2013-06-02 21:03:29,"[seasons, season, spring, project]",46,1,56237114@N08,167,1,2010-11-21 07:58:40,2010-11-21 07:45:26,94,"Asti, Italy"
beautifulcapture,347276@N23,8925646256,158,Spider,tcleetony,2013-06-02 10:55:55,2013-06-02 21:03:23,[],15,3,91451109@N00,102,0,2007-01-21 07:05:11,2006-12-13 09:38:48,210,"Bintulu.Sarawak, malaysia."
beautifulcapture,347276@N23,8930723371,159,UAP Church,Danillo!,2013-06-02 20:52:45,2013-06-02 21:01:37,[],17,0,56926168@N03,185,0,2011-11-29 09:26:57,2010-12-11 20:07:47,73,"Jacarei, Brasil, CL"
beautifulcapture,347276@N23,8930843951,160,Gianni Sandwich,Danillo!,2013-06-02 20:52:39,2013-06-02 21:01:28,[],26,0,56926168@N03,185,0,2011-11-29 09:26:57,2010-12-11 20:07:47,73,"Jacarei, Brasil, CL"
beautifulcapture,347276@N23,8671372982,161,竹林,Celes_tc_Wang (我中文可不是普通厲害),2013-04-22 00:54:42,2013-06-02 21:00:05,[],37,1,25790504@N06,352,0,2010-07-12 21:51:03,2008-04-18 02:12:03,353,"Taipei, Taiwan"
beautifulcapture,347276@N23,8700253157,162,ソメイヨシノ,Celes_tc_Wang (我中文可不是普通厲害),2013-05-02 01:10:31,2013-06-02 20:59:46,[],63,6,25790504@N06,352,0,2010-07-12 21:51:03,2008-04-18 02:12:03,353,"Taipei, Taiwan"
beautifulcapture,347276@N23,8925297637,163,,RodrigoPB,2013-06-02 11:19:25,2013-06-02 20:58:01,[],1,1,93732086@N06,80,0,2013-03-02 12:54:02,2013-03-02 12:46:17,15,"Salvador, Brasil"
beautifulcapture,347276@N23,8925302997,164,,RodrigoPB,2013-06-02 11:19:25,2013-06-02 20:58:00,[],5,0,93732086@N06,80,0,2013-03-02 12:54:02,2013-03-02 12:46:17,15,"Salvador, Brasil"
beautifulcapture,347276@N23,8931500664,165,the river is still here,wolf8_us,2013-06-02 20:52:18,2013-06-02 20:56:59,[],4,0,7416689@N04,4915,1,2007-03-22 00:52:24,2007-03-19 21:04:24,670,"Olympia, Wa"
beautifulcapture,347276@N23,8922835366,166,Colour my world,Spray n Prey Photography,2013-06-02 05:54:16,2013-06-02 20:54:56,[],22,6,92877690@N07,118,1,2013-02-03 20:46:44,2013-02-03 20:15:34,16,
beautifulcapture,347276@N23,8930862675,167,Cataratas do Iguaçu,Bruno Samsel,2013-06-02 20:53:55,2013-06-02 20:54:10,"[fozdoigua\xc3\xa7u, cataratas, parquedasaves]",14,1,29786979@N08,348,1,2012-03-30 20:27:01,2008-08-20 06:07:46,14,"Curitiba, Brasil"
beautifulcapture,347276@N23,8861853868,168,,amandabenizzi,2013-05-27 20:48:53,2013-06-02 20:53:20,[],38,2,57133213@N03,144,1,2010-12-16 14:35:08,2010-12-16 14:30:20,96,"West Babylon, United States"
beautifulcapture,347276@N23,8918501893,169,Blue dragonfly,pontla,2013-06-01 21:09:35,2013-06-02 20:52:24,"[blue, dragonfly]",49,5,91300281@N05,534,1,2012-12-20 10:51:14,2012-12-20 10:47:45,187,
beautifulcapture,347276@N23,8930591899,170,Hamels first pitch of the game,pontla,2013-06-02 20:22:50,2013-06-02 20:52:10,"[hamels, pitch, phillies]",9,4,91300281@N05,534,1,2012-12-20 10:51:14,2012-12-20 10:47:45,187,
beautifulcapture,347276@N23,7981076506,171,vitamins,brese2,2012-09-12 19:07:31,2013-06-02 20:50:06,[digitalinfilmisnotdead],437,26,70755322@N04,151,0,2011-11-25 14:26:01,2011-11-25 14:24:12,103,
beautifulcapture,347276@N23,8931448050,172,FW ZOO - AQ5P4832,Vaillancourt Photography ,2013-06-02 20:47:30,2013-06-02 20:47:35,"[fwzoo, moe, pops, shemp]",24,16,45744832@N07,3665,1,1969-12-31 18:00:00,2009-12-20 15:31:23,5156,"Austin, TX, USA"
beautifulcapture,347276@N23,8931083734,173,,noriaki maeda,2013-06-02 20:03:59,2013-06-02 20:47:13,[],34,4,48243947@N04,844,1,2010-03-10 00:36:23,2010-03-09 23:53:51,129,
beautifulcapture,347276@N23,7667912814,174,sunset from my window,Benny N. L,2012-07-29 06:31:50,2013-06-02 20:44:52,[sunset],10,0,52771562@N06,237,0,2010-08-05 21:08:19,2010-08-05 20:58:23,31,"Nanjing, China"
beautifulcapture,347276@N23,8930802865,175,Mr. Brown,joe.rock,2013-06-02 20:44:08,2013-06-02 20:44:10,[],22,7,40680577@N06,223,0,2009-07-20 23:23:00,2009-07-20 22:59:01,227,
beautifulcapture,347276@N23,8928798690,176,Purple in the middle,tomthedog40,2013-06-02 15:37:59,2013-06-02 20:43:57,[],113,0,8508023@N02,3220,1,2007-05-26 13:36:33,2007-05-26 13:33:03,10,"Victoria, TEXAS"
beautifulcapture,347276@N23,8323784952,177,Calabrese,brese2,2012-12-29 16:45:02,2013-06-02 20:43:54,"[chagrinriverparkoct142012, \xe2\x80\x9cflickraward\xe2\x80\x9d, italian, calabrese]",227,9,70755322@N04,151,0,2011-11-25 14:26:01,2011-11-25 14:24:12,103,
beautifulcapture,347276@N23,8908223033,178,Portal,Paulo_Sergio,2013-05-31 22:57:58,2013-06-02 20:43:34,"[monteverde, monteverdemg, minasgerais, camanducaia]",1,0,48622016@N03,423,1,2010-03-22 21:12:13,2010-03-22 21:05:02,169,"Itapira - SP, Brasil"
beautifulcapture,347276@N23,8931385160,179,Busch Stadium,Greg Wayne F,2013-06-02 20:37:53,2013-06-02 20:41:48,"[baseball, cardinals, stlouis, buschstadium]",5,2,60667330@N07,1077,1,2011-03-16 12:38:45,2011-03-16 12:30:09,17,
beautifulcapture,347276@N23,8897282097,180,3U2A3966,Jacurek,2013-05-30 22:18:58,2013-06-02 20:40:52,[kids],0,0,88601555@N04,95,1,2012-10-13 19:56:12,2012-10-13 19:37:51,17,
beautifulcapture,347276@N23,8920883089,181,3U2A4858,Jacurek,2013-06-02 02:46:26,2013-06-02 20:40:51,[],0,0,88601555@N04,95,1,2012-10-13 19:56:12,2012-10-13 19:37:51,17,
beautifulcapture,347276@N23,8847400575,182,Casamento Paula Junqueira e Paulo Coutinho,Danisraposo,2013-05-26 18:59:31,2013-06-02 20:39:22,"[danisraposo, daniel, digital, danis]",98,4,46165965@N06,369,0,2010-01-02 09:21:08,2010-01-02 08:17:13,565,"Rio de Janeiro, Brasil"
beautifulcapture,347276@N23,8850353848,183,The Park,GABRIEL PAUL NAPORA,2013-05-26 23:59:02,2013-06-02 20:39:06,[],124,25,22240552@N03,140,1,2008-05-27 01:33:32,2007-12-28 15:52:00,2010,"Vancouver, BC, Canada"
beautifulcapture,347276@N23,8931347612,184,_90A3348,MichaelDBecker,2013-06-02 20:34:53,2013-06-02 20:35:47,"[woman, female, model, portrait]",11,1,67183884@N02,320,1,2012-06-20 16:02:04,2011-09-05 15:56:21,32,
beautifulcapture,347276@N23,5048386197,185,La Rotonda.,Orcoo,2010-10-03 17:19:23,2013-06-02 20:35:05,"[monterrey, nuevoleon, mexico, sintripode]",209,0,47815255@N00,1729,1,2006-01-17 19:26:59,2005-09-15 10:30:32,663,"Monterrey, Mexico"
beautifulcapture,347276@N23,8918754806,186,香港灣仔銅鑼灣海傍,TSOriginaux,2013-06-01 20:06:37,2013-06-02 20:32:26,"[\xe9\xa6\x99\xe6\xb8\xaf, victoria, hongkong, sky]",44,7,11430663@N06,257,0,2010-05-25 00:32:36,2007-08-14 02:10:15,268,"Hong Kong, Hong Kong"
beautifulcapture,347276@N23,8931262948,187,Key for the City,熊男,2013-06-02 20:26:49,2013-06-02 20:26:51,"[hongkong, canoneos5dmarkiii]",22,1,27947609@N00,3050,1,2006-04-12 14:07:12,2006-04-11 05:13:19,160,
beautifulcapture,347276@N23,8930644217,188,Smiling Grill,giantmike,2013-06-02 20:22:58,2013-06-02 20:23:27,"[wi, lights, yellow, classiccar]",23,5,55209231@N08,3135,1,2010-12-19 18:43:00,2010-10-25 21:53:36,68,
beautifulcapture,347276@N23,8931243184,189,Face of the Auto,giantmike,2013-06-02 20:21:41,2013-06-02 20:21:51,"[wi, orange, carsonstate, black]",7,1,55209231@N08,3135,1,2010-12-19 18:43:00,2010-10-25 21:53:36,68,
beautifulcapture,347276@N23,5514334032,190,A Souvenir Shop at Istanbul Bazaar,jet.jpg,2011-03-10 00:20:15,2013-06-02 20:18:07,[],428,3,34559622@N07,177,0,2009-04-12 20:42:35,2009-01-20 21:39:00,104,
beautifulcapture,347276@N23,8930346764,191,Mas tarde que nunca.,Fotografía Cornejo,2013-06-02 18:37:58,2013-06-02 20:17:48,[],26,0,90983926@N06,83,0,2013-02-03 10:56:00,2012-12-10 18:50:02,38,
beautifulcapture,347276@N23,8914679851,192,Fion Lau,jimpebble,2013-06-01 13:17:49,2013-06-02 20:17:01,"[fionlau, model, portrait, hongkong]",194,14,11823507@N03,502,1,2011-05-28 02:43:58,2007-08-20 20:20:59,707,
beautifulcapture,347276@N23,8909216676,193,3166 - Common Grass Yellow,chandrasekaran a 550k + views .Thanks to visits,2013-05-31 23:59:05,2013-06-02 20:16:40,"[nature, india, chennai, eos]",43,5,29848963@N03,3167,1,2009-08-15 12:13:05,2008-08-23 23:52:58,1462,"Chennai, India"
beautifulcapture,347276@N23,8900775681,194,3165 - flamingos,chandrasekaran a 550k + views .Thanks to visits,2013-05-31 07:37:34,2013-06-02 20:16:39,"[nature, india, canon60d, birds]",99,15,29848963@N03,3167,1,2009-08-15 12:13:05,2008-08-23 23:52:58,1462,"Chennai, India"
beautifulcapture,347276@N23,8929233404,195,Maori Bay,waltmanNZ,2013-06-02 16:16:43,2013-06-02 20:15:29,"[beach, rocks, waves, sand]",43,8,65978074@N08,192,1,2011-08-02 04:02:05,2011-08-02 04:00:11,110,"Auckland, New Zealand"
beautifulcapture,347276@N23,8679820108,196,solitary confinement,Leading Line Photography,2013-04-24 20:01:32,2013-06-02 20:13:37,"[omd, em5, microfourthirds, olympusomdem5]",304,4,94083657@N04,190,1,2013-03-15 09:16:04,2013-03-15 09:04:32,254,
beautifulcapture,347276@N23,8930534279,197,Jessica Girolametto,Andraya Zanibbi,2013-06-02 20:12:50,2013-06-02 20:12:52,"[american, bodysuit, girl, model]",48,2,47710028@N03,91,0,2011-05-29 22:32:35,2010-02-20 19:52:34,22,
beautifulcapture,347276@N23,8722553619,198,atop the walk,Leading Line Photography,2013-05-09 10:07:49,2013-06-02 20:10:37,"[eastern, state, easternstatepenitentiary, olympus]",167,27,94083657@N04,190,1,2013-03-15 09:16:04,2013-03-15 09:04:32,254,
beautifulcapture,347276@N23,8930462895,199,,Merricks Photos,2013-06-02 20:03:15,2013-06-02 20:09:57,[],10,0,15129457@N02,1517,1,2007-10-16 19:58:21,2007-10-15 13:47:01,119,"Sidney Nebraska, United States"
beautifulcapture,347276@N23,8877355168,200,Audition for Mt. Rushmore,Carl's Captures,2013-05-29 05:18:07,2013-06-02 20:08:43,"[raccoon, racoon, northamericanraccoon, northernraccoon]",146,52,7216222@N03,1701,1,2007-04-15 00:59:00,2007-03-05 15:35:29,226,"Wheaton, Illinois, United States"
beautifulcapture,347276@N23,8930431756,201,Dandelion . . .,ATFotografy,2013-06-02 18:48:42,2013-06-02 20:06:40,"[green, flower, black, brown]",69,3,80511487@N08,81,1,2012-06-14 22:15:30,2012-06-14 22:01:33,320,
beautifulcapture,347276@N23,8420757203,202,Nepal - 099,ND-Graphy,2013-01-27 18:48:46,2013-06-02 20:02:56,"[ndgraphy, nikon, d800, d7000]",12,2,70094113@N05,2176,1,2011-11-20 08:38:51,2011-11-20 07:07:51,279,
beautifulcapture,347276@N23,8930414335,203,Lost in simplicity,joe.rock,2013-06-02 20:02:17,2013-06-02 20:02:21,[],27,2,40680577@N06,223,0,2009-07-20 23:23:00,2009-07-20 22:59:01,227,
beautifulcapture,347276@N23,8930362869,204,Prendre ma place dans le trafic...,Deckard..1953,2013-06-02 19:51:15,2013-06-02 20:01:41,"[2013, 57, biker, metz]",10,0,68163977@N04,662,1,2011-10-01 20:08:42,2011-10-01 19:49:02,62,"Metz ""Lorraine"", France"
beautifulcapture,347276@N23,8930159085,205,On the road again....,Deckard..1953,2013-06-02 19:26:45,2013-06-02 20:01:41,"[ontheroadagain, 2013, 57, cars]",15,0,68163977@N04,662,1,2011-10-01 20:08:42,2011-10-01 19:49:02,62,"Metz ""Lorraine"", France"
beautifulcapture,347276@N23,8931021814,206,"youtu.be/1kLfzLWb9P0 ""Ghettocine Ski Trip"" - Hand developed Kodak Ektachrome 100D 8mm film movie Bolex P1 reflex",Martin<3s4x5,2013-06-02 20:01:22,2013-06-02 20:01:34,"[ski, road, trip, fernie]",35,1,59736246@N02,1131,1,2011-02-20 16:17:36,2011-02-20 16:13:26,71,
beautifulcapture,347276@N23,8930348175,207,Pagani Huayra in LA!,David Coyne Photography,2013-06-02 19:51:54,2013-06-02 20:01:28,"[pagani, huayra, paganihuayra, la]",132,10,35607827@N08,2504,1,2009-04-28 01:59:03,2009-02-19 00:43:40,215,"Lake Forest, United States"
beautifulcapture,347276@N23,8929982041,208,Paperweight with Skyscapers,JDNEDream,2013-06-02 19:07:32,2013-06-02 20:01:07,"[paperweight, skyscraper, chicago, canon]",7,1,52848289@N07,815,1,2010-08-08 22:21:01,2010-08-08 22:17:34,150,USA
beautifulcapture,347276@N23,8386864392,209,af0805_9316 joaninhas,Adriana Füchter,2013-01-16 07:40:37,2013-06-02 20:00:23,"[ladybug, joaninha, inseto, animals]",17,0,39426269@N03,4762,1,2009-06-17 08:00:11,2009-06-13 20:56:58,504,
