Group Name,Group ID,Photo ID,Commenting User,Commenting time,Full Text of Comment,Order of Comment
beautifulcapture,347276@N23,8874067095,heikole42,2013-05-29 10:54:35,"Seen and admired in Gold Star Award - Level 1
<a href=""http://www.flickr.com/groups/gold_star_award/"">Gold Star Award - Level 1</a>
<b>COLLECT 10 Level 1 AWARDS</b>
<img src=""http://farm4.static.flickr.com/3572/3641961522_97f56d8296_o.gif"" />
...to post your photo <a href=""http://www.flickr.com/groups/gold_star_award/discuss/72157620149916521/"">HERE</a>
for your Admin Invite to <a href=""http://www.flickr.com/groups/gold_star_award_hall-of-fame/"">Gold Star Award - Level 2</a>",86
beautifulcapture,347276@N23,8874067095,Poetic Inspiration (Anne) .. Back mid-June x,2013-05-29 11:05:15,"<a href=""http://www.flickr.com/groups/flickrballoonaward/""><img src=""http://farm3.static.flickr.com/2122/2378472731_a966f7b79f_m.jpg"" /></a>
 This awesome picture was seen in <a href=""http://flickr.com/groups/flickrballoonaward"">Flickr Balloon Award</a>",87
beautifulcapture,347276@N23,8874067095,"Hedi-Alana - Back, and catching up:))",2013-05-29 11:13:05,"A marvelous composition. Great idea, and shot, Jerry!",88
beautifulcapture,347276@N23,8874067095,"Rich Eye--Admin Invites Only, Please.",2013-05-29 11:29:53,"I agree, Excellent Artwork!
<img src=""http://farm4.static.flickr.com/3539/3453492959_e3b9e6d57f_m.jpg"" />
<b>An excellent photo!</b>
<a href=""http://www.flickr.com/groups/art_tate/""> Art Tate Group</a>


<b>Collect 3(three) awards to post in the 3X thread!<a href=""http://www.flickr.com/groups/art_tate/discuss/72157616831295976/"">
<b><i><u>3 X Art Tate Award Thread! ~</u></i></b></a></b>",89
beautifulcapture,347276@N23,8874067095,JOSE JAVIER GARCIA MARZAL,2013-05-29 14:12:15,"Great shot congrats, BR!",90
beautifulcapture,347276@N23,8874067095,Convicted Melon,2013-05-29 15:27:37,Superb portrait.  Love the contrast and use of DOF here.,91
beautifulcapture,347276@N23,8874067095,Artemisia Boccaccio,2013-05-29 19:14:31,"Congratulations! You have been awarded the
<img src=""http://farm4.static.flickr.com/3539/3453492959_e3b9e6d57f_m.jpg"" alt=""art tate Award quot;"" /> <a href=""http://www.flickr.com/groups/art_tate/"">
Art Tate Award </a>
You are invited to post this photo at
<a href=""http://www.flickr.com/groups/art_tate/"" target=""_blank"">Art Tate Group</a>
Please Tag Image <b>arttate</b>

Post 1 photo - Comment 1",92
beautifulcapture,347276@N23,8874067095,Jason Bearns,2013-05-29 19:40:07,Jerry this is incredible! Nice color and depth. Well taken!,93
beautifulcapture,347276@N23,8874067095,padgettchris1,2013-05-29 19:53:41,"I agree, Excellent Artwork!
<img src=""http://farm4.static.flickr.com/3539/3453492959_e3b9e6d57f_m.jpg"" />
<b>An excellent photo!</b>
<a href=""http://www.flickr.com/groups/art_tate/""> Art Tate Group</a>


<b>Collect 3(three) awards to post in the 3X thread!<a href=""http://www.flickr.com/groups/art_tate/discuss/72157616831295976/"">
<b><i><u>3 X Art Tate Award Thread! ~</u></i></b></a></b>",94
beautifulcapture,347276@N23,8874067095,JerryBay,2013-05-29 20:41:09,[http://www.flickr.com/photos/enchantingnature] [http://www.flickr.com/photos/jasonbearns] [http://www.flickr.com/photos/artemisiaboccaccio] [http://www.flickr.com/photos/58384947@N06] Thank you very much!,95
beautifulcapture,347276@N23,8874067095,fotobogus * thank you all for your kind comments !,2013-05-29 21:17:49,"<a href=""http://www.flickr.com/groups/1803753@N21/""><img src=""http://farm8.staticflickr.com/7161/6706365011_a143908fa3_m.jpg"" width=""220"" height=""180"" alt=""SoC Level 1a/"" />&lt;
Collect 4 Awards &amp; Post Directly to Level 2
<a href=""http://www.flickr.com/groups/1756299@N25"">Click To Post to Level 2</a></a>",96
beautifulcapture,347276@N23,8874067095,©Zoukit,2013-05-29 21:45:54,"<a href=""http://www.flickr.com/groups/1978236@N23/""><img src=""http://farm6.staticflickr.com/5461/6998283924_89cbd346b0_n.jpg"" width=""320"" height=""170"" alt=""FotoArtCircle Level 1a"" /></a>
Got 5+ Awards – click here 
<a href=""http://www.flickr.com/groups/1909951@N24/"">Click To Post to Level 2</a>",97
beautifulcapture,347276@N23,8874067095,James P Stevenson,2013-05-29 23:56:45,"Gorgeous location, colours, composition and focus. This is a great portrait, well planned and taken.",98
beautifulcapture,347276@N23,8874067095,娜 娜☂Nana,2013-05-30 07:47:01,Fantastic !      I I like it!,99
beautifulcapture,347276@N23,8874067095,bhampton1963,2013-05-30 08:52:08,"<b>Wonderful shot!</b>
<a href=""http://www.flickr.com/groups/bestshotawards/""><img src=""http://farm4.static.flickr.com/3620/3395747697_19554d4b24_o.jpg"" /></a>
Seen in: <a href=""http://www.flickr.com/groups/bestshotawards/"">The Best Shot - post 1 / award 5</a>",100
beautifulcapture,347276@N23,8874067095,xandram,2013-05-30 09:37:06,"I agree, Excellent Artwork!
<img src=""http://farm4.static.flickr.com/3539/3453492959_e3b9e6d57f_m.jpg"" />
<b>An excellent photo!</b>
<a href=""http://www.flickr.com/groups/art_tate/""> Art Tate Group</a>


<b>Collect 3(three) awards to post in the 3X thread!<a href=""http://www.flickr.com/groups/art_tate/discuss/72157616831295976/"">
<b><i><u>3 X Art Tate Award Thread! ~</u></i></b></a></b>",101
beautifulcapture,347276@N23,8874067095,xandram,2013-05-30 09:37:28,"<b><i><u>Shock of the New!!</u></i></b>

<a href=""http://www.flickr.com/groups/shockofthenew/""><img src=""http://farm1.static.flickr.com/12/18056001_3928e133d5_m.jpg"" width=""175"" height=""175"" /></a> 
This is the <b>Shock of the New!!</b>
 Please add your excellent image to the <a href=""http://www.flickr.com/groups/shockofthenew/""><b>Shock of the New!! </b></a>
 Tag your photo <b>Shockofthenew</b> and read the <a href=""http://www.flickr.com/groups/shockofthenew/"">group rules</a> 



<b><i>New!! Mini Challenge 22.0 ~ Urban Nights ~</i></b> 
<a href=""http://www.flickr.com/groups/shockofthenew/discuss/72157633451279135/"">~ The Urban Nights Challenge ~ SOTN ~</a>",102
beautifulcapture,347276@N23,8874067095,Ferry J@ansen Six Weeks gone to start a New Future,2013-05-30 14:12:40,"<b>This REMARKABLE IMAGE is Invited to J0in;
 ♥♥♥ PE0PLE FR0M AR0UND THE W0RLD ♥♥♥</b>
 <a href=""http://www.flickr.com/groups/2131946@N24/""><img src=""http://farm9.staticflickr.com/8493/8430268937_c5e5a7a052_z.jpg"" alt=""Image by Hulya I Coskun"" width=""360"" alt=""Created by Hülya I Coskun"" /></a>
 <b>We wish y0u Many H0urs of J0y &amp; Happiness</b>",103
beautifulcapture,347276@N23,8874067095,yiwen25,2013-05-30 22:39:52,"I agree, Excellent Artwork!
<img src=""http://farm4.static.flickr.com/3467/3366040009_745ddfcfea_m.jpg"" />
<b>An excellent photo!</b>
<a href=""http://www.flickr.com/groups/67648433@N00/""> Click The Camera Group</a>",104
beautifulcapture,347276@N23,8874067095,e l e n | m a r q u e s ®,2013-05-30 22:41:31,fantastic picture and amazing place.,105
beautifulcapture,347276@N23,8874067095,clive66,2013-05-30 23:43:20,"<b>WOW, this photo is AMAZING!
Your photo deserves double the EXCELLENCE!!!
<a href=""http://www.flickr.com/groups/cerofex""></a></b><a href=""http://www.flickr.com/groups/cerofex"">
<img src=""http://farm3.static.flickr.com/2360/2053216195_069c281c7d.jpg?v=0"" /></a>
<i>Please be sure your photo is TAGGED &quot;SOE&quot;</i>

<b>Collect at least 7 double-the-excellence awards and post a small-size <a href=""http://www.flickr.com/groups/cerofex/discuss/72157622657444765/"">HERE</a> to receive admin invite to Shield Of Excellence - Level 2.</b>",106
beautifulcapture,347276@N23,8874067095,motreo,2013-05-31 00:19:14,"<b>WOW, this photo is AMAZING!
Your photo deserves double the EXCELLENCE!!!
<a href=""http://www.flickr.com/groups/cerofex""></a></b><a href=""http://www.flickr.com/groups/cerofex"">
<img src=""http://farm3.static.flickr.com/2360/2053216195_069c281c7d.jpg?v=0"" /></a>
<i>Please be sure your photo is TAGGED &quot;SOE&quot;</i>

<b>Collect at least 7 double-the-excellence awards and post a small-size <a href=""http://www.flickr.com/groups/cerofex/discuss/72157622657444765/"">HERE</a> to receive admin invite to Shield Of Excellence - Level 2.</b>",107
beautifulcapture,347276@N23,8874067095,GOR44Photographic,2013-05-31 02:15:14,Nice feeling,108
beautifulcapture,347276@N23,8874067095,KiShoPix,2013-05-31 02:55:45,"<b>WOW, this photo is AMAZING!
Your photo deserves double the EXCELLENCE!!!
<a href=""http://www.flickr.com/groups/cerofex""></a></b><a href=""http://www.flickr.com/groups/cerofex"">
<img src=""http://farm3.static.flickr.com/2360/2053216195_069c281c7d.jpg?v=0"" /></a>
<i>Please be sure your photo is TAGGED &quot;SOE&quot;</i>

<b>Collect at least 7 double-the-excellence awards and post a small-size <a href=""http://www.flickr.com/groups/cerofex/discuss/72157622657444765/"">HERE</a> to receive admin invite to Shield Of Excellence - Level 2.</b>",109
beautifulcapture,347276@N23,8874067095,rowanC82,2013-05-31 03:38:48,Lovely contrast and focus,110
beautifulcapture,347276@N23,8874067095,zbigphotography,2013-06-01 05:20:44,"I agree, Excellent Artwork!
<img src=""http://farm4.static.flickr.com/3539/3453492959_e3b9e6d57f_m.jpg"" />
<b>An excellent photo!</b>
<a href=""http://www.flickr.com/groups/art_tate/""> Art Tate Group</a>


<b>Collect 3(three) awards to post in the 3X thread!<a href=""http://www.flickr.com/groups/art_tate/discuss/72157616831295976/"">
<b><i><u>3 X Art Tate Award Thread! ~</u></i></b></a></b>",111
beautifulcapture,347276@N23,8874067095,M.M.Photographyy,2013-06-02 05:17:11,TOOOOOO GOOOOOOOD &lt;3,112
beautifulcapture,347276@N23,8874067095,nifil,2013-06-02 06:05:53,nice!!,113
beautifulcapture,347276@N23,8874067095,ikuin,2013-06-02 10:35:06,"<b>Seen in the Exemplary Shots - Flickr's BEST GROUP
</b><a href=""http://www.flickr.com/photos/exemplaryphotos/468651131/"" title=""Photo Sharing""><img src=""http://farm1.static.flickr.com/231/468651131_05686fb2a0_t.jpg"" width=""100"" height=""68"" alt=""Exemplary Shot - LOGO copy"" /></a>
<a href=""http://www.flickr.com/groups/exemplaryshots"">
<b>Exemplary Shots - Flickr's BEST (Post 1 Award 3)</b></a>",114
beautifulcapture,347276@N23,8874067095,Jazz Sandoval,2013-06-02 19:00:50,"<b>Congratulations!

<a href=""http://www.flickr.com/groups/shockofthenew/""><img src=""http://farm3.static.flickr.com/2053/2311126353_3b7f347754_m.jpg"" /></a>
<b>Definitely Shock of the New!!</b>
Seen in the <a href=""http://www.flickr.com/groups/shockofthenew/"">Shock of the New!! </a>

<b>Collect 1 invite + 4 awards awards to post to
<a href=""http://www.flickr.com/groups/shockofthenew/discuss/72157632288379922/""><b><i><u>SOTN 5+ Members Premiere Award Thread! ~</u></i></b></a></b></b>",115
beautifulcapture,347276@N23,8874067095,hsiangjungwu,2013-06-03 00:23:15,"This photo is a good sample in the flickr. It is awarded the flickr Award!
<a href=""http://www.flickr.com/groups/flickrAward/""> <img src=""http://farm4.static.flickr.com/3039/2986352353_578a2fcdc4_m.jpg?v=0"" /> </a>
<a target=""_blank"" href=""http://www.flickr.com/groups/flickraward/""> flickrAward (post1 – award 5) </a>
*Thankyou for giving awards that let people know you like their photo. 
*Please post your photo to flickr Award 5+ thread if you received 5 or more of this award",116
beautifulcapture,347276@N23,8874067095,"Del Hoffman-Thanks 154,000 Views",2013-06-03 00:27:56,Excellent capture...great photo stream...,117
beautifulcapture,347276@N23,8874067095,o.dirce,2013-06-03 00:35:12,"<a href=""http://www.flickr.com/groups/1532663@N20/"">
<img src=""http://farm9.staticflickr.com/8352/8253865686_045fdd1b78_o.jpg"" width=""250"" height=""53"" alt=""fga"" /></a>
Seen in: <a href=""http://www.flickr.com/groups/1532663@N20/"">Fine Gold</a> Post 1 and Award 5 others",118
beautifulcapture,347276@N23,8921584435,Salva del Saz,2013-06-02 04:29:58,Great pose and lighting!,1
beautifulcapture,347276@N23,8921584435,Maphi74 - www.marcphilipp-foto.de,2013-06-02 04:37:25,Wonderful Shot,2
beautifulcapture,347276@N23,8921584435,borsalino1951,2013-06-02 05:48:30,"Beautiful Model, beautiful portrait, congratulations, hello!     
Magnificent shot in B.&amp;.W, Congratulations hello,and thank you!",3
beautifulcapture,347276@N23,8921584435,jm - Bollingen,2013-06-02 06:59:51,I like it. Muy bonita,4
beautifulcapture,347276@N23,8921584435,mariohowat,2013-06-02 08:22:43,"Bela imagem

<i>[ <a href=""http://www.flickriver.com/photos/fluzao/friends/"" rel=""nofollow"">via mariohowat's contacts on flickriver</a> &nbsp;--<a href=""http://www.flickriver.com/photos/fluzao/popular-interesting/"" rel=""nofollow"">mariohowat</a> ]</i>",5
beautifulcapture,347276@N23,8921584435,Pjotre7 (www.maartenvandevoort.nl),2013-06-02 09:49:11,Mooi portret en expressie!,6
beautifulcapture,347276@N23,8921584435,mattwareherts,2013-06-03 00:21:33,"This brilliant photo is like a shooting star,
totally inspiring!
<a href=""http://www.flickr.com/groups/shining_star/""><img src=""http://farm1.static.flickr.com/205/475351176_204670c194_t.jpg"" width=""35"" height=""35"" alt=""shine on..."" /></a>
<a target=""_blank"" href=""http://www.flickr.com/groups/shining_star/""> <i>SHINING☆STAR - Post 1- Invite 1- Give 5 Stars</i></a>
<b><i>Thanks for brightening my day, shine on! </i> </b>",7
beautifulcapture,347276@N23,8921584435,Swaranjeet,2013-06-03 00:22:49,"<strong>It's a PERFECT BEAUTY !</strong> 

<a href=""http://www.flickr.com/groups/perfectbeautyinmyeyes/"">Perfect Beauty Group

<img src=""http://farm9.staticflickr.com/8105/8509844606_e80be22919_q.jpg"" width=""150"" /></a>",8
beautifulcapture,347276@N23,8932474653,Swaranjeet,2013-06-03 00:22:34,"<strong>It's a PERFECT BEAUTY !</strong> 

<a href=""http://www.flickr.com/groups/perfectbeautyinmyeyes/"">Perfect Beauty Group

<img src=""http://farm9.staticflickr.com/8105/8509844606_e80be22919_q.jpg"" width=""150"" /></a>",1
beautifulcapture,347276@N23,8753765661,Patrick Hufschmid Photography,2013-06-03 00:15:43,"<a href=""http://www.flickr.com/groups/1450166@N24""> <img src=""http://farm8.staticflickr.com/7313/8763794717_a253063e53_m.jpg"" /> </a>
<b>Post 1 / Award 4</b>

--Collect 5+ awards and post in the <b><a href=""http://www.flickr.com/groups/1450166@N24/discuss/72157633559502097/"" rel=""nofollow"">5+ Gallery</a></b>
--Collect 10+ awards and post in the <b><a href=""http://www.flickr.com/groups/1450166@N24/discuss/72157633559529643/"" rel=""nofollow"">10+ Gallery</a></b>
--Collect 40+ awards and post in the <b><a href=""http://www.flickr.com/groups/1450166@N24/discuss/72157633559560433/"" rel=""nofollow"">40+ Gallery</a></b>
<img src=""http://farm7.static.flickr.com/6176/6196776842_0e3829e8a0.jpg"" width=""385"" height=""20"" alt=""Untitled-1"" />",1
beautifulcapture,347276@N23,8753765661,frenchmum,2013-06-03 00:18:26,"This photo is a good sample in the flickr. It is awarded the flickr Award!
 <a href=""http://www.flickr.com/groups/flickrAward/""> <img src=""http://farm4.static.flickr.com/3039/2986352353_578a2fcdc4_m.jpg?v=0"" /> </a>
 <a target=""_blank"" href=""http://www.flickr.com/groups/flickraward/""> flickrAward (post1 – award 5)  </a>
 *Thankyou for giving awards that let people know you like their photo. 
 *Please post your photo to flickr Award 5+ thread if you received 5 or more of this award",2
beautifulcapture,347276@N23,8753765661,Esther Spektor,2013-06-03 00:21:01,"<a href=""http://www.flickr.com/groups/1450166@N24""> <img src=""http://farm8.staticflickr.com/7313/8763794717_a253063e53_m.jpg"" /> </a> 
 <b>Post 1 / Award 4</b>

 --Collect 5+ awards and post in the <b><a href=""http://www.flickr.com/groups/1450166@N24/discuss/72157633559502097/"" rel=""nofollow"">5+ Gallery</a></b>
 --Collect 10+ awards and post in the <b><a href=""http://www.flickr.com/groups/1450166@N24/discuss/72157633559529643/"" rel=""nofollow"">10+ Gallery</a></b>
 --Collect 40+ awards and post in the <b><a href=""http://www.flickr.com/groups/1450166@N24/discuss/72157633559560433/"" rel=""nofollow"">40+ Gallery</a></b>
 <img src=""http://farm7.static.flickr.com/6176/6196776842_0e3829e8a0.jpg"" width=""385"" height=""20"" alt=""Untitled-1"" />",3
beautifulcapture,347276@N23,8753765661,mattwareherts,2013-06-03 00:21:49,"This brilliant photo is like a shooting star,
totally inspiring!
<a href=""http://www.flickr.com/groups/shining_star/""><img src=""http://farm1.static.flickr.com/205/475351176_204670c194_t.jpg"" width=""35"" height=""35"" alt=""shine on..."" /></a>
<a target=""_blank"" href=""http://www.flickr.com/groups/shining_star/""> <i>SHINING☆STAR - Post 1- Invite 1- Give 5 Stars</i></a>
<b><i>Thanks for brightening my day, shine on! </i> </b>",4
beautifulcapture,347276@N23,8753765661,nikolash1,2013-06-03 00:22:59,"This photo is a good sample in the flickr. It is awarded the flickr Award! <a href=""http://www.flickr.com/groups/flickrAward/""> <img src=""http://farm4.static.flickr.com/3039/2986352353_578a2fcdc4_m.jpg?v=0"" /> </a> <a target=""_blank"" href=""http://www.flickr.com/groups/flickraward/""> flickrAward (post1 – award 5) </a> *Thankyou for giving awards that let people know you like their photo. *Please post your photo to flickr Award 5+ thread if you received 5 or more of this award",5
beautifulcapture,347276@N23,8753765661,mattwareherts,2013-06-03 00:24:12,"<a href=""http://www.flickr.com/groups/a-grade/""><img src=""http://static.flickr.com/100/buddyicons/24333070@N00.jpg"" width=""48"" height=""48"" />
A+++ Grade Photo(Post 1 give A+++ logo to 3 pics)</a>",6
beautifulcapture,347276@N23,8753765661,Y.RAVARY photoart,2013-06-03 00:36:55,"This photo is a good sample in the flickr. It is awarded the flickr Award!
<a href=""http://www.flickr.com/groups/flickrAward/""> <img src=""http://farm4.static.flickr.com/3039/2986352353_578a2fcdc4_m.jpg?v=0"" /> </a>
<a target=""_blank"" href=""http://www.flickr.com/groups/flickraward/""> flickrAward (post1 – award 5) </a>
*Thankyou for giving awards that let people know you like their photo.
*Please post your photo to flickr Award 5+ thread if you received 5 or more of this award",7
beautifulcapture,347276@N23,8753765661,Dimitra Kirgiannaki (♪♫♪♫♪♫♪♫),2013-06-03 00:40:47,"<a href=""http://www.flickr.com/groups/1450166@N24""> <img src=""http://farm8.staticflickr.com/7313/8763794717_a253063e53_m.jpg"" /> </a>
<b>Post 1 / Award 4</b>

--Collect 5+ awards and post in the <b><a href=""http://www.flickr.com/groups/1450166@N24/discuss/72157633559502097/"" rel=""nofollow"">5+ Gallery</a></b>
--Collect 10+ awards and post in the <b><a href=""http://www.flickr.com/groups/1450166@N24/discuss/72157633559529643/"" rel=""nofollow"">10+ Gallery</a></b>
--Collect 40+ awards and post in the <b><a href=""http://www.flickr.com/groups/1450166@N24/discuss/72157633559560433/"" rel=""nofollow"">40+ Gallery</a></b>
<img src=""http://farm7.static.flickr.com/6176/6196776842_0e3829e8a0.jpg"" width=""385"" height=""20"" alt=""Untitled-1"" />",8
beautifulcapture,347276@N23,8933046606,Rob Goldstein-off/working,2013-06-03 00:43:17,"<b>Sua foto bonita foi vista em/
Your beautiful photo was seen in:</b>
<a href=""http://www.flickr.com/groups/simplesmentebelo/"">
<b>.•*´ ** •--- Simplesmente Belo .•*´ ** •---</b></a>
<a href=""http://www.flickr.com/groups/simplesmentebelo/""><img src=""http://farm4.static.flickr.com/4038/5163750947_5fd3544c40_m.jpg"" width=""220"" height=""153"" alt=""award code by Adriënne, on Flickr "" /></a>
<a href=""http://www.flickr.com/groups/simplesmentebelo/""><b>.•*´ ** •••---- Simply Beautiful .•*´ ** •••----</b></a>",1
beautifulcapture,347276@N23,8609534762,mtungate,2013-06-03 00:11:40,Great capture.,1
beautifulcapture,347276@N23,8609534762,haymartxo,2013-06-03 00:27:05,"&quot;This photograph is a WINNER!&quot;
<img src=""http://i71.photobucket.com/albums/i130/celine_uh/celine.jpg"" width=""107"" height=""155"" alt=""Best of Flickr"" />
<a href=""http://flickr.com/groups/bestofflickr/"">the BEST of Flickr!!!</a>",2
beautifulcapture,347276@N23,8925215212,Clic - Fany Romano,2013-06-02 21:58:51,Favolosa IMMAGINE COLORI E LUCE BRAVO.,1
beautifulcapture,347276@N23,8922917672,FHÉNIX,2013-06-02 06:10:09,"<strong>It's a PERFECT BEAUTY !</strong> 

<a href=""http://www.flickr.com/groups/perfectbeautyinmyeyes/"">Perfect Beauty Group

<img src=""http://farm9.staticflickr.com/8105/8509844606_e80be22919_q.jpg"" width=""150"" /></a>",1
beautifulcapture,347276@N23,8922917672,atropo8,2013-06-02 08:07:05,"<b>Splendido scatto! Beautiful shot!
Visto nel gruppo - Seen in the group:
<a href=""http://www.flickr.com/photos/39514369@N02/6034786202/"" title=""Bosco Incantato di Angiola Tremonti di atropo8, su Flickr""><a href=""http://www.flickr.com/groups/1760856@N23/""><img src=""http://farm7.static.flickr.com/6075/6034786202_bfc3dd387c_m.jpg"" width=""148"" height=""240"" alt=""Bosco Incantato di Angiola Tremonti"" /></a>
Tra un Manifesto e lo Specchio
<i>High quality images</i></a>
<a href=""http://www.flickr.com/groups/1760856@N23/discuss/72157627460959164/"">
3+ Commenti: Posta la tua foto qui!
3+ Awards: Post here!</a>

</b>",2
beautifulcapture,347276@N23,8931361698,nikolash1,2013-06-03 00:26:56,"<a href=""http://www.flickr.com/groups/ngc""><img src=""http://farm3.static.flickr.com/2568/3669200042_19b81b9445_o.jpg"" alt=""Nominee"" /></a> <a href=""http://www.flickr.com/groups/ngc"">National Geographic Group</a> please tag your photo as &quot;ngc&quot;",1
beautifulcapture,347276@N23,8244442414,johnjduncan,2013-01-22 03:24:13,"This photo is a good sample in the flickr. It is awarded the flickr Clickx Award!
<a href=""http://www.flickr.com/groups/flickrclickx/"" title=""flickr clickx by Adil Mehmood, on Flickr""><img src=""http://farm9.staticflickr.com/8065/8246523053_69b9456a0f_b.jpg"" width=""240"" height=""150"" alt=""flickr clickx by Adil Mehmood"" />
flickr Clickx (post1 – award 5) 
Please consider posting this photo into this group.</a>",1
beautifulcapture,347276@N23,8670031721,AngelJuoles,2013-04-22 06:55:36,"<b> This shot is unique ! </b>
seen in :
<a href=""http://www.flickr.com/groups/no_winners_no_losers/""><img src=""http://farm4.static.flickr.com/3296/3048855064_9301d9ef07_t.jpg"" width=""100"" height=""82"" alt="" no_winners_no_losers "" /></a><a href=""http://www.flickr.com/groups/no_winners_no_losers/"">
<a href=""http://www.flickr.com/groups/no_winners_no_losers/""> www.flickr.com/groups/no_winners_no_losers/ </a></a>",1
beautifulcapture,347276@N23,8670031721,photonut588,2013-04-22 13:26:34,Too cute!,2
beautifulcapture,347276@N23,8670031721,altier76,2013-04-25 12:09:09,adorable série photographique !!!!,3
beautifulcapture,347276@N23,8670031721,dj777_100er Always Catching Up,2013-04-27 16:40:42,This is so sweet. Nicely bundled up. Darrell,4
beautifulcapture,347276@N23,8670031721,Luigi Mirto/ArchiMlFotoWord,2013-05-01 07:21:33,"<a href=""http://www.flickr.com/groups/sweetestfaces/""> <img src=""http://farm2.static.flickr.com/1345/5131238841_f8c4cf82ae_m.jpg"" width=""240"" height=""185"" /> </a>
 <b>Seen In: </b> <a href=""http://www.flickr.com/groups/sweetestfaces/"">**THE SWEETEST FACES ON FLICKR**</a>
 (Post 1~Award 1)",5
beautifulcapture,347276@N23,8670031721,Patrick Hufschmid Photography,2013-06-03 00:16:30,"<a href=""http://www.flickr.com/groups/1532663@N20/"">
<img src=""http://farm9.staticflickr.com/8352/8253865686_045fdd1b78_o.jpg"" width=""250"" height=""53"" alt=""fga"" /></a>
Seen in: <a href=""http://www.flickr.com/groups/1532663@N20/"">Fine Gold</a> Post 1 and Award 5 others",6
beautifulcapture,347276@N23,8670031721,nikolash1,2013-06-03 00:27:20,"<a href=""http://www.flickr.com/groups/ngc""><img src=""http://farm3.static.flickr.com/2568/3669200042_19b81b9445_o.jpg"" alt=""Nominee"" /></a> <a href=""http://www.flickr.com/groups/ngc"">National Geographic Group</a> please tag your photo as &quot;ngc&quot;",7
beautifulcapture,347276@N23,8670031721,"Del Hoffman-Thanks 154,000 Views",2013-06-03 00:28:16,Excellent capture...great photo stream...,8
beautifulcapture,347276@N23,8891952415,Surreal-Journey,2013-05-31 09:11:40,American Pit Bull Terrier?,1
beautifulcapture,347276@N23,8891952415,kokorage,2013-06-02 01:48:16,"[http://www.flickr.com/photos/surreal-journey] 
oh no, this is a Labrador. a wonderful dog.",2
beautifulcapture,347276@N23,8891952415,Surreal-Journey,2013-06-02 06:29:44,[http://www.flickr.com/photos/kokorage] Oh no? Did I insult you? I'm sure your Labrador is a very wonderful companion ... as are my two APBT Sweeties. I'm for Dogs! All the best! - RGL,3
beautifulcapture,347276@N23,8891952415,kokorage,2013-06-03 00:06:11,"[http://www.flickr.com/photos/surreal-journey] 
no no. you have not insulted me. you can not really see the dog in the picture. Unfortunately, it is not my dog. Aron belongs to my best friend.
I took the photos on a hike. We had a lots of fun with the animal.
Have a nice week. :-))",4
beautifulcapture,347276@N23,6592267833,mhhphotostudio,2012-02-01 08:41:03,like it.. nice..,1
beautifulcapture,347276@N23,8931927358,TJFlicks,2013-06-02 21:40:51,Excellent Capture!,1
beautifulcapture,347276@N23,8931927358,Chris Adval,2013-06-02 23:00:34,[http://www.flickr.com/photos/tjflicks] Thanks!,2
beautifulcapture,347276@N23,8917806850,Ota-Sensei,2013-06-02 00:58:43,Great Capture !,1
beautifulcapture,347276@N23,8927890059,Paddu Rao,2013-06-02 15:15:20,Beautiful flower arrangement !,1
beautifulcapture,347276@N23,8927890059,runner.pl,2013-06-02 15:32:16,Śliczne  bzy  w  pięknych  kolorach  !!!,2
beautifulcapture,347276@N23,8927890059,leograttoni,2013-06-02 17:19:21,"Wonderful picture, lovely colors.",3
beautifulcapture,347276@N23,8927890059,LightEyes48,2013-06-02 20:47:46,I like the tone :),4
beautifulcapture,347276@N23,8932359787,G.Sartori.510,2013-06-03 00:08:10,"This photo is a good sample in the flickr. It is awarded the flickr Award!
<a href=""http://www.flickr.com/groups/flickrAward/""> <img src=""http://farm4.static.flickr.com/3039/2986352353_578a2fcdc4_m.jpg?v=0"" /> </a>
<a target=""_blank"" href=""http://www.flickr.com/groups/flickraward/""> flickrAward (post1 – award 5) </a>
*Thankyou for giving awards that let people know you like their photo. 
*Please post your photo to flickr Award 5+ thread if you received 5 or more of this award",1
beautifulcapture,347276@N23,8932359787,mattwareherts,2013-06-03 00:14:37,"<b>I love your ZEN`sational
masterpiece <i>seen in the</i>
<a href=""http://www.flickr.com/groups/zensational""><img width=""140"" height=""140"" src=""http://farm7.static.flickr.com/6152/6151684096_0615386d94.jpg"" />
₪ ZEN`sational World ₪
Award 4 <i>in first 2 pages</i></a></b>",2
beautifulcapture,347276@N23,8932180245,cadillac_rouge60,2013-06-02 23:32:38,great and nice portrait !,1
beautifulcapture,347276@N23,8932977078,J.R. Rondeau,2013-06-03 00:03:47,"I love the awesome colours at some weddings.  Makes a very happy occasion even more festive!

<b>Your photo SCREAM 0F THE PH0T0GRAPHER !!!
Thank you for sharing with us</b>
<a href=""http://flickr.com/groups/715137@N23/""><img src=""http://farm8.staticflickr.com/7055/7120442553_ea351fdace_m.jpg"" width=""240"" alt=""Created by Hülya I Coskun"" /></a>
<a href=""http://flickr.com/groups/715137@N23/""><b> ***SCREAM 0F THE PH0T0GRAPHER*** </b></a>",1
beautifulcapture,347276@N23,8932352857,Verena Sala,2013-06-03 00:14:53,"<b>I saw this beautiful photo at
 <a href=""http://www.flickr.com/groups/1926015@N25/"">Beautiful Blossoms</a></b>",1
beautifulcapture,347276@N23,8932352857,Annette LeDuff,2013-06-03 00:23:45,"Wonderful focus, color and image, David!
<b>I saw this beautiful photo at
<a href=""http://www.flickr.com/groups/1926015@N25/"">Beautiful Blossoms</a></b>",2
